time,DAYTOTAL_DG01LW01,DAYTOTAL_DG01LW02,DAYTOTAL_DG01LW03,DAYTOTAL_DG01LW05,DAYTOTAL_DG01LW06,DAYTOTAL_DG01LW07,DAYTOTAL_DG01LW08,DAYTOTAL_DG01LW09,DAYTOTAL_DG01LW10,DAYTOTAL_DG01LW11,DAYTOTAL_DG02LW01,DAYTOTAL_DG02LW02,DAYTOTAL_DG02LW03,DAYTOTAL_DG02LW05,DAYTOTAL_DG02LW06,DAYTOTAL_DG02LW07,DAYTOTAL_DG02LW08,DAYTOTAL_DG02LW09,DAYTOTAL_DG02LW10,DAYTOTAL_DG02LW11,PU01FT01,DG02PT01,DG02PT02,DG02TT01,DG02LT01,DG01PT02,DG01TT01,DG01PT01,DG01LT01,AD01TT02,AD01LT01,AD01LT02,AD01TT01,AD01PT01,DA01FT03,DG01M01_RIGHT,DG01M01_LEFT,DG02M01_RIGHT,DG02M01_LEFT,AD01M01_RIGHT,AD01M02_RIGHT,AD01M03_RIGHT,Biogas H2S voor koolfilters,Biogas H2S tussen koolfilters,Biogas CH4,Biogas H2S na koolfilters,Biogas O2,Biogas CO2,Biomethaan CH4,Biomethaan N2,Biomethaan O2,Biomethaan CO2,Biomethaan flow,LW01TT01,LW01LT01,LW02TT01,LW02LT01,LW03TT01,LW03LT01,LW05LT01,LW05TT01,LW06LT01,LW06TT01,LW07LT01,LW07TT01,LW08LT01,LW08TT01,LW09LT01,LW09TT01,LW10LT01,LW10TT01,LW11LT01,LW11TT01
2021-11-01 00:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.56,0.2,8.93,992.57,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,66.87,1.43,0.17,32.75,89.28,1.55,0.2,8.97,998.2,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.19,1.56,0.21,9.05,998.81,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,1.55,0.2,9.0,1004.35,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.85,1.43,0.17,32.76,89.29,1.55,0.2,8.97,1021.67,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28,1.52,0.2,8.99,1034.89,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39,1.52,0.2,8.89,1048.27,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.84,1.43,0.17,32.82,89.27,1.53,0.2,9.0,1049.0,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.27,1.52,0.2,9.01,1035.24,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.17,1.53,0.21,9.09,1022.62,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.81,1.43,0.16,32.86,89.32,1.53,0.2,8.94,1005.45,,,,,,,,,,,,,,,,,,,,
2021-11-01 00:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.24,1.53,0.2,9.02,1000.19,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14,1.54,0.2,9.12,997.49,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,66.75,1.43,0.17,32.86,89.23,1.53,0.2,9.05,994.81,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:14:00,,,,,,,,,,,,,,,,,,,,,23.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.15,1.55,0.2,9.09,966.39,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.19,1.57,0.21,9.03,965.3,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.77,1.43,0.17,32.89,89.15,1.5,0.2,9.14,956.19,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.18,1.5,0.21,9.11,951.39,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.07,1.65,0.21,9.07,934.73,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.83,1.43,0.17,32.73,89.24,1.65,0.21,8.89,913.46,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.08,1.66,0.21,9.05,917.67,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.16,1.66,0.21,8.97,937.07,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.83,1.43,0.18,32.73,89.35,1.67,0.21,8.77,951.84,,,,,,,,,,,,,,,,,,,,
2021-11-01 01:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.18,1.68,0.22,8.93,948.11,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.67,0.22,8.77,947.36,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,66.84,1.43,0.18,32.73,89.23,1.67,0.22,8.89,957.82,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:14:00,,,,,,,,,,,,,,,,,,,,,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,1.62,0.21,8.92,970.05,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,1.65,0.22,8.83,990.48,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.9,1.43,0.18,32.68,89.37,1.66,0.22,8.76,1005.1,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,1.65,0.22,8.94,1022.93,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26,1.62,0.22,8.9,1038.28,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.02,1.43,0.18,32.58,89.25,1.6,0.21,8.93,1052.71,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.42,1.6,0.21,8.76,1043.46,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35,1.61,0.22,8.83,1027.29,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.09,1.43,0.18,32.5,89.18,1.61,0.22,8.99,1010.59,,,,,,,,,,,,,,,,,,,,
2021-11-01 02:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,1.61,0.22,8.93,994.78,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.27,1.59,0.21,8.92,1011.08,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,67.14,1.43,0.17,32.48,89.19,1.6,0.21,9.0,1027.68,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.59,0.21,8.86,1026.78,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,1.59,0.21,8.95,1014.71,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.28,1.43,0.17,32.33,89.28,1.59,0.21,8.91,1011.73,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.33,1.59,0.21,8.86,1012.74,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23,1.58,0.21,8.98,1026.88,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.37,1.43,0.17,32.27,89.4,1.58,0.21,8.81,1030.53,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,1.57,0.21,8.91,1014.06,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:49:00,,,,,,,,,,,,,,,,,,,,,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,1.57,0.21,8.93,999.05,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.43,0.0,0.17,32.16,89.28,1.58,0.21,8.94,979.08,,,,,,,,,,,,,,,,,,,,
2021-11-01 03:59:00,,,,,,,,,,,,,,,,,,,,,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26,1.59,0.21,8.94,961.67,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:04:00,,,,,,,,,,,,,,,,,,,,,23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.19,1.58,0.21,9.02,965.29,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,67.45,1.43,0.17,32.14,89.3,1.59,0.21,8.9,979.96,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.38,1.57,0.21,8.84,995.49,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.58,0.21,8.9,1011.62,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.52,1.43,0.17,32.14,89.24,1.56,0.21,8.99,1019.4,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.37,1.56,0.21,8.86,1032.9,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,1.56,0.21,8.84,1049.14,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.48,1.43,0.17,32.17,89.24,1.54,0.21,9.01,1054.99,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28,1.53,0.21,8.97,1051.92,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.54,0.21,8.94,1074.67,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.35,1.43,0.18,32.26,89.29,1.53,0.21,8.97,1075.53,,,,,,,,,,,,,,,,,,,,
2021-11-01 04:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14,1.65,0.23,8.98,1074.41,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13,1.67,0.24,8.96,1061.59,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,17.17,67.19,1.43,0.19,32.37,89.13,1.67,0.24,8.96,1048.95,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,1.67,0.23,8.87,1040.64,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23,1.67,0.23,8.87,1025.86,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:24:00,,,,,,,,,,,,,,,,,,,,,22.79,,,,,,,,,,,,,,,,,,,,,,,,67.15,1.43,0.19,32.39,89.27,1.67,0.23,8.83,1008.83,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,1.67,0.23,8.81,998.36,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,1.67,0.23,8.81,1008.69,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.17,1.43,0.18,32.39,89.29,1.66,0.22,8.83,1025.94,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,1.64,0.22,8.85,1039.63,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29,1.63,0.22,8.85,1041.52,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.25,1.43,0.18,32.4,89.23,1.63,0.22,8.92,1028.41,,,,,,,,,,,,,,,,,,,,
2021-11-01 05:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.17,1.62,0.22,8.99,1012.12,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.12,1.62,0.22,9.04,996.79,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,18.61,67.26,1.43,0.18,32.37,89.13,1.62,0.22,9.03,991.29,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14,1.61,0.22,9.04,1003.01,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.14,1.6,0.21,9.04,1018.95,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.23,1.43,0.17,32.41,89.19,1.59,0.21,9.0,1033.48,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.58,0.21,8.87,1042.11,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.37,1.58,0.21,8.83,1063.76,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.13,1.43,0.17,32.52,89.33,1.58,0.21,8.88,1073.73,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.56,0.21,8.9,1087.18,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.41,1.54,0.21,8.83,1100.69,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.13,1.43,0.17,32.52,89.45,1.54,0.21,8.81,1113.55,,,,,,,,,,,,,,,,,,,,
2021-11-01 06:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.53,0.21,8.92,1119.31,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.33,1.54,0.21,8.91,1119.4,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,18.61,67.07,0.0,0.17,32.61,89.28,1.54,0.21,8.96,1106.8,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:14:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.23,1.54,0.21,9.02,1097.63,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.53,0.21,8.92,1084.61,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.07,0.0,0.17,32.63,89.4,1.52,0.21,8.87,1070.04,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.52,0.21,8.96,1060.02,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.52,0.2,8.96,1073.0,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,67.03,0.0,0.16,32.66,89.36,1.53,0.2,8.91,1085.11,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.34,1.52,0.2,8.93,1096.15,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.38,1.52,0.2,8.9,1110.12,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.98,0.0,0.16,32.74,89.37,1.51,0.2,8.91,1112.18,,,,,,,,,,,,,,,,,,,,
2021-11-01 07:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26,1.51,0.2,9.03,1100.98,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.27,1.5,0.2,9.02,1087.46,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,18.61,66.86,0.0,0.16,32.87,89.37,1.5,0.2,8.93,1077.61,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:14:00,,,,,,,,,,,,,,,,,,,,,23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39,1.5,0.2,8.92,1062.85,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.33,1.5,0.2,8.97,1078.93,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.81,1.43,0.16,32.93,89.31,1.5,0.2,8.99,1076.82,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.33,1.5,0.2,8.98,1077.03,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28,1.5,0.2,9.03,1075.55,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.85,1.43,0.16,32.85,89.25,1.49,0.2,9.06,1074.92,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25,1.49,0.19,9.07,1079.02,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.24,1.48,0.19,9.08,1090.68,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.8,1.43,0.15,32.95,89.28,1.48,0.19,9.05,1093.6,,,,,,,,,,,,,,,,,,,,
2021-11-01 08:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,1.48,0.19,9.03,1083.45,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,1.49,0.2,9.1,1073.32,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:09:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.0,18.61,66.71,1.43,0.15,32.97,89.14,1.48,0.2,9.18,1075.36,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:14:00,,,,,,,,,,,,,,,,,,,,,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.19,1.48,0.19,9.13,1087.11,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:19:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.26,1.47,0.19,9.08,1100.49,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:24:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.65,0.0,0.15,33.08,89.22,1.46,0.19,9.12,1110.24,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:29:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,1.46,0.19,9.12,1123.14,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:34:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.36,1.47,0.19,8.98,1129.76,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:39:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.61,0.0,0.15,33.09,89.42,1.46,0.19,8.92,1129.17,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:44:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.44,1.45,0.19,8.91,1116.21,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:49:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.44,1.44,0.19,8.93,1103.71,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:54:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,66.58,0.0,0.15,33.15,89.4,1.44,0.19,8.98,1098.82,,,,,,,,,,,,,,,,,,,,
2021-11-01 09:59:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31,1.44,0.18,9.06,1083.95,,,,,,,,,,,,,,,,,,,,
2021-11-01 10:04:00,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,1.45,0.19,9.15,1077.99,,,,,,,,,,,,,,,,,,,,
