time,DAYTOTAL_DG01LW01,DAYTOTAL_DG01LW02,DAYTOTAL_DG01LW03,DAYTOTAL_DG01LW05,DAYTOTAL_DG01LW06,DAYTOTAL_DG01LW07,DAYTOTAL_DG01LW08,DAYTOTAL_DG01LW09,DAYTOTAL_DG01LW10,DAYTOTAL_DG01LW11,DAYTOTAL_DG02LW01,DAYTOTAL_DG02LW02,DAYTOTAL_DG02LW03,DAYTOTAL_DG02LW05,DAYTOTAL_DG02LW06,DAYTOTAL_DG02LW07,DAYTOTAL_DG02LW08,DAYTOTAL_DG02LW09,DAYTOTAL_DG02LW10,DAYTOTAL_DG02LW11,PU01FT01,DG02PT01,DG02PT02,DG02TT01,DG02LT01,DG01PT02,DG01TT01,DG01PT01,DG01LT01,AD01TT02,AD01LT01,AD01LT02,AD01TT01,AD01PT01,DA01FT03,DG01M01_RIGHT,DG01M01_LEFT,DG02M01_RIGHT,DG02M01_LEFT,AD01M01_RIGHT,AD01M02_RIGHT,AD01M03_RIGHT,Biogas H2S voor koolfilters,Biogas H2S tussen koolfilters,Biogas CH4,Biogas H2S na koolfilters,Biogas O2,Biogas CO2,Biomethaan CH4,Biomethaan N2,Biomethaan O2,Biomethaan CO2,Biomethaan flow,LW01TT01,LW01LT01,LW02TT01,LW02LT01,LW03TT01,LW03LT01,LW05LT01,LW05TT01,LW06LT01,LW06TT01,LW07LT01,LW07TT01,LW08LT01,LW08TT01,LW09LT01,LW09TT01,LW10LT01,LW10TT01,LW11LT01,LW11TT01
2021-11-09 14:22:00,,,,,,,,,,,,,,,,,,,,,0.01,6.51,3.8,41.22,95.74,2.21,43.42,2.35,90.79,54.7,59.91,72.08,54.63,4.87,0.0,True,False,True,False,True,True,True,,,66.69,0.0,0.26,31.86,89.06,2.89,0.32,7.74,1265.12,17.39,68.61,33.85,67.29,17.36,55.2,89.09,29.66,33.98,19.66,57.43,20.97,42.1,38.44,43.82,23.39,59.28,22.93,59.03,46.14
2021-11-09 14:27:00,,,,,,,,,,,,,,,,,,,,,0.01,6.69,3.8,41.22,95.77,2.25,43.42,2.38,90.81,54.73,55.39,72.12,54.64,4.99,2.37,True,False,True,False,True,True,True,,,,,,,89.0,2.84,0.32,7.84,1271.39,17.36,68.63,33.9,67.25,17.4,54.31,89.01,29.63,33.88,19.66,75.8,30.26,42.1,38.47,43.82,23.37,59.46,22.92,59.17,46.09
2021-11-09 14:32:00,,,,,,,,,,,,,,,,,,,,,0.01,6.52,3.8,41.17,95.77,2.3,43.4,2.2,90.78,54.76,50.33,71.86,54.63,4.85,8.42,True,False,True,False,True,True,True,,,,,,,89.02,2.83,0.32,7.83,1285.36,17.39,68.63,33.94,67.29,17.43,54.33,88.01,29.67,33.68,19.68,81.2,30.14,42.08,38.5,43.88,23.44,59.21,22.93,59.09,46.11
2021-11-09 14:37:00,,,,,,,,,,,,,,,,,,,,,0.01,6.1,3.8,41.15,95.79,1.9,43.4,2.05,90.81,54.78,44.87,71.91,54.69,4.69,0.0,True,False,True,False,True,True,True,,,66.84,0.0,0.26,31.77,88.95,2.79,0.32,7.94,1294.41,17.38,68.65,33.98,67.27,17.48,54.37,88.03,29.67,33.01,19.66,80.98,29.91,42.16,38.54,43.94,23.42,59.36,22.92,59.05,46.12
2021-11-09 14:42:00,,,,,,,,,,,,,,,,,,,,,0.01,6.08,3.8,41.13,95.81,1.81,43.4,1.86,90.79,54.76,38.93,71.82,54.66,4.55,0.0,True,False,True,False,True,True,True,,,,,,,89.03,2.76,0.32,7.89,1281.82,17.39,68.65,34.03,67.29,17.49,54.39,88.03,29.67,32.91,19.68,80.17,29.62,41.87,38.56,43.9,23.41,59.46,22.93,58.97,46.12
2021-11-09 14:47:00,,,,,,,,,,,,,,,,,,,,,0.01,6.27,3.8,41.17,95.86,1.92,43.42,2.07,90.78,54.69,32.58,71.73,54.69,4.72,0.15,True,False,True,False,True,True,True,,,,,,,89.07,2.74,0.32,7.87,1266.51,17.43,68.65,34.09,67.29,17.52,54.39,88.05,29.66,32.89,19.69,80.12,29.57,41.43,38.6,43.05,23.37,59.19,22.93,59.11,46.14
2021-11-09 14:52:00,,,,,,,,,,,,,,,,,,,,,0.01,7.37,3.8,41.16,95.95,2.44,43.4,2.57,90.81,54.85,27.45,71.73,54.72,5.16,0.0,True,False,True,False,True,True,True,,,66.97,0.0,0.26,31.69,89.06,2.71,0.32,7.91,1256.87,17.43,68.65,34.16,67.23,17.55,54.39,88.05,29.64,32.93,19.69,80.27,29.57,41.45,38.64,42.87,23.37,58.28,22.93,59.07,46.17
2021-11-09 14:57:00,,,,,,,,,,,,,,,,,,,,,0.01,9.16,3.8,41.17,96.08,3.57,43.43,3.56,90.91,54.83,26.44,71.86,54.7,6.14,0.0,True,False,True,False,True,True,True,,,,,,,89.07,2.7,0.32,7.91,1225.45,17.4,68.68,34.16,67.25,17.61,54.41,88.05,29.63,32.95,19.69,80.08,29.51,41.53,38.67,42.95,23.42,58.44,22.92,58.77,46.12
2021-11-09 15:02:00,,,,,,,,,,,,,,,,,,,,,23.33,7.89,3.8,41.2,95.99,3.12,43.42,3.14,90.89,54.82,24.77,71.78,54.75,5.82,0.0,True,False,True,False,True,True,True,,,,,,,89.04,2.64,0.31,8.01,1217.1,17.39,68.68,34.23,67.29,17.64,54.41,88.05,29.62,32.91,19.69,80.12,29.48,41.35,38.7,42.97,23.41,58.2,22.95,58.91,46.14
2021-11-09 15:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16960.9,16351.25,15266.03,15266.03,15266.03,15266.03,6568.12,11306.99,15266.03,4265.47,23.46,7.49,3.8,41.17,95.97,2.95,43.42,2.98,90.91,54.86,21.72,71.73,54.73,5.71,0.0,True,False,True,False,True,True,True,0.0,0.0,67.16,0.0,0.25,31.62,89.04,2.59,0.31,8.07,1182.43,17.45,68.68,34.26,67.25,17.66,54.43,88.05,29.59,32.91,19.69,80.27,29.48,41.31,38.74,42.95,23.44,58.44,22.92,58.85,46.17
2021-11-09 15:12:00,,,,,,,,,,,,,,,,,,,,,0.01,7.48,3.8,41.2,95.94,3.04,43.4,3.12,90.91,54.83,17.63,71.65,54.7,5.76,0.0,True,False,False,True,True,True,True,,,,,,,89.05,2.55,0.3,8.1,1153.75,17.45,68.68,32.91,72.34,17.68,54.43,88.05,29.56,32.95,19.69,80.14,29.5,41.37,38.76,42.95,23.37,58.38,22.95,58.73,46.18
2021-11-09 15:17:00,,,,,,,,,,,,,,,,,,,,,0.01,7.06,3.8,41.22,95.07,2.97,43.39,3.1,92.14,54.83,15.72,71.21,54.77,5.76,11.51,True,False,True,False,True,True,True,,,,,,,89.0,2.56,0.3,8.15,1122.85,17.45,68.7,31.09,80.19,17.68,54.43,88.07,29.57,32.91,19.69,80.16,29.5,41.31,38.8,42.93,23.37,58.3,22.92,58.69,46.14
2021-11-09 15:22:00,,,,,,,,,,,,,,,,,,,,,0.01,7.48,3.8,41.2,95.13,3.12,43.39,3.21,92.17,54.88,11.0,71.21,54.7,5.87,0.0,True,False,True,False,True,True,True,,,67.29,0.0,0.25,31.46,88.93,2.58,0.3,8.19,1091.33,17.16,74.04,28.01,87.65,17.71,54.43,88.07,29.56,32.91,19.7,80.25,29.44,41.29,38.83,42.95,23.37,58.44,22.95,58.83,46.14
2021-11-09 15:27:00,,,,,,,,,,,,,,,,,,,,,0.01,9.22,3.8,41.22,95.26,5.14,43.39,5.24,92.3,54.89,6.25,71.6,54.76,7.96,0.0,True,False,True,False,True,True,True,,,,,,,88.94,2.58,0.3,8.18,983.41,29.53,82.02,29.27,90.97,17.72,54.45,88.05,29.56,32.99,19.72,80.12,29.44,41.35,38.83,42.95,23.39,58.38,22.92,58.81,46.15
2021-11-09 15:32:00,,,,,,,,,,,,,,,,,,,,,0.01,10.0,3.8,41.22,95.35,5.5,43.39,5.57,92.35,54.85,19.16,71.51,54.79,8.28,0.0,True,False,True,False,True,True,True,,,,,,,88.97,2.58,0.3,8.15,-0.41,38.85,90.49,30.06,90.67,17.74,53.64,88.05,29.54,33.03,19.78,80.12,29.44,41.25,38.86,42.89,23.38,58.44,22.93,58.67,46.14
2021-11-09 15:37:00,,,,,,,,,,,,,,,,,,,,,0.01,9.99,3.8,41.2,95.37,5.5,43.39,5.48,92.38,54.94,29.52,71.43,54.76,8.23,3.81,True,False,True,False,True,True,True,,,52.58,0.0,0.3,46.12,88.78,2.57,0.29,8.37,-0.2,39.63,91.38,30.64,90.67,17.74,53.43,87.16,29.53,37.53,22.38,80.25,29.44,41.29,38.89,42.91,23.37,58.44,22.92,58.81,46.12
2021-11-09 15:42:00,,,,,,,,,,,,,,,,,,,,,0.01,9.87,3.8,41.2,95.4,5.56,43.36,5.46,92.35,54.89,38.96,71.38,54.73,8.23,0.5,True,False,True,False,True,True,True,,,,,,,88.07,2.45,0.25,9.22,-0.16,39.51,91.34,30.8,90.71,17.78,53.45,86.98,29.51,37.29,22.79,80.0,29.44,41.29,38.92,42.89,23.34,58.44,22.93,58.79,46.12
2021-11-09 15:47:00,,,,,,,,,,,,,,,,,,,,,0.01,9.91,3.8,41.16,95.42,5.5,43.37,5.41,92.37,54.89,47.0,71.25,54.76,8.22,0.0,True,False,True,False,True,True,True,,,,,,,88.05,2.45,0.25,9.25,-0.13,39.24,91.32,30.92,90.67,17.77,53.45,86.98,29.54,37.25,22.82,79.03,29.44,41.23,38.92,42.91,23.32,58.48,22.92,58.79,46.14
2021-11-09 15:52:00,,,,,,,,,,,,,,,,,,,,,0.01,10.12,3.8,41.15,95.46,5.66,43.37,5.72,92.37,54.91,53.43,71.43,54.75,8.42,0.0,True,False,True,False,True,True,True,,,49.77,0.0,0.3,48.84,88.04,2.45,0.26,9.26,294.48,34.06,91.32,31.0,90.69,17.77,53.45,86.98,29.53,37.17,22.86,79.03,29.44,40.5,38.96,42.91,23.31,58.44,22.92,58.81,46.12
2021-11-09 15:57:00,,,,,,,,,,,,,,,,,,,,,0.01,10.1,3.8,41.15,95.49,5.4,43.37,5.42,92.37,54.88,60.66,71.17,54.79,8.05,0.0,True,False,True,False,True,True,True,,,,,,,88.5,2.49,0.26,8.75,939.14,36.75,91.32,31.06,90.71,17.81,53.47,86.98,29.51,37.11,22.8,78.99,29.44,40.52,38.99,41.94,23.35,57.98,22.93,58.77,46.12
2021-11-09 16:02:00,,,,,,,,,,,,,,,,,,,,,0.01,13.05,3.8,41.19,95.69,6.17,43.39,6.27,92.43,54.85,67.54,71.51,54.79,8.63,0.0,True,False,True,False,True,True,True,,,,,,,90.45,2.66,0.26,6.62,1004.31,39.4,91.32,31.08,90.65,17.81,53.47,86.98,29.5,37.17,22.79,79.11,29.44,40.56,39.0,41.94,23.29,57.29,22.93,58.55,46.14
2021-11-09 16:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18265.58,17655.94,16440.34,16440.34,16440.34,16440.34,7350.81,12176.76,16440.34,4569.99,0.01,10.89,3.8,41.22,95.58,5.67,43.37,5.72,92.37,54.91,74.34,71.12,54.73,8.19,13.87,True,False,True,False,True,True,True,0.0,0.0,67.12,0.0,0.24,31.48,88.77,2.78,0.27,8.18,1112.52,39.53,91.29,31.16,90.69,17.8,53.47,86.98,29.48,37.17,22.79,79.03,29.44,40.43,39.03,41.94,23.28,57.43,22.92,58.77,46.12
2021-11-09 16:12:00,,,,,,,,,,,,,,,,,,,,,0.01,9.76,3.8,41.19,95.52,5.32,43.39,5.37,92.38,54.86,80.03,70.99,54.79,7.88,0.0,True,False,True,False,True,True,True,,,,,,,89.29,2.8,0.28,7.63,1136.41,39.47,91.32,31.19,90.71,17.8,53.48,86.98,29.53,37.11,22.84,79.05,29.46,40.5,39.06,41.94,23.31,57.43,22.92,58.55,46.14
2021-11-09 16:17:00,,,,,,,,,,,,,,,,,,,,,0.01,9.34,3.8,41.2,95.49,4.81,43.39,4.88,92.35,54.92,85.02,70.86,54.77,7.29,0.0,True,False,True,False,True,True,True,,,,,,,89.13,2.73,0.28,7.85,1150.61,39.15,90.92,31.25,90.69,17.84,53.47,86.98,29.51,43.72,21.3,79.09,29.46,40.54,39.08,41.93,23.31,57.31,22.92,58.28,46.12
2021-11-09 16:22:00,,,,,,,,,,,,,,,,,,,,,0.01,7.47,3.8,41.2,95.37,3.14,43.39,3.2,92.23,54.89,84.72,70.34,54.77,5.57,0.0,True,False,True,False,True,True,True,,,67.11,0.0,0.24,31.51,89.04,2.74,0.28,7.94,1138.73,39.71,89.8,31.31,90.67,17.82,53.47,86.98,29.44,54.0,19.63,78.93,29.46,40.48,39.11,41.93,23.29,57.25,22.92,58.67,46.11
2021-11-09 16:27:00,,,,,,,,,,,,,,,,,,,,,0.01,10.16,3.8,41.22,95.59,5.78,43.39,5.65,92.4,54.86,84.57,70.95,54.75,8.14,0.0,True,False,True,False,True,True,True,,,,,,,89.15,2.78,0.28,7.79,866.88,39.89,89.83,31.37,89.51,17.82,53.48,86.98,29.48,58.48,19.0,79.05,29.46,40.48,39.12,41.94,23.31,57.43,22.92,58.53,46.15
2021-11-09 16:32:00,,,,,,,,,,,,,,,,,,,,,0.01,10.09,3.8,41.2,95.63,5.61,43.39,5.58,92.43,54.89,90.29,70.82,54.79,7.91,0.0,True,False,True,False,True,True,True,,,,,,,88.92,2.79,0.28,8.0,-0.44,39.68,89.85,31.39,89.49,17.82,52.46,86.98,29.46,58.46,19.82,79.13,29.46,40.54,39.13,41.94,23.34,57.27,22.92,58.14,46.18
2021-11-09 16:37:00,,,,,,,,,,,,,,,,,,,,,0.01,10.19,3.8,41.19,95.66,5.7,43.34,5.75,92.43,54.94,95.02,70.69,54.75,8.03,0.0,True,False,True,False,True,True,True,,,52.89,0.0,0.3,45.97,88.27,2.7,0.26,8.77,-0.23,39.32,89.87,31.44,89.54,17.82,52.46,85.88,29.46,58.53,19.81,78.99,29.46,40.37,39.18,41.94,23.28,57.17,22.93,58.36,46.12
2021-11-09 16:42:00,,,,,,,,,,,,,,,,,,,,,0.01,10.49,3.8,41.22,95.72,5.97,43.39,6.02,92.48,54.86,98.66,70.77,54.77,8.28,14.45,True,False,True,False,True,True,True,,,,,,,88.07,2.66,0.25,9.03,-0.17,39.44,89.89,31.5,89.53,17.82,52.46,85.88,29.47,57.57,19.82,78.89,29.46,40.54,39.18,41.94,23.29,57.43,22.92,58.55,46.17
2021-11-09 16:47:00,,,,,,,,,,,,,,,,,,,,,0.01,10.44,3.8,41.17,95.73,5.95,43.39,6.01,92.47,54.88,99.01,70.73,54.82,8.28,0.0,True,False,True,False,True,True,True,,,,,,,88.06,2.66,0.25,9.03,-0.15,39.27,89.89,31.55,89.51,17.87,52.48,85.88,29.46,57.55,19.84,77.99,29.46,40.52,39.21,41.81,23.31,57.39,22.92,58.4,46.11
2021-11-09 16:52:00,,,,,,,,,,,,,,,,,,,,,0.01,9.69,3.8,41.2,95.72,5.13,43.4,5.18,92.38,54.89,98.88,70.38,54.77,7.47,0.0,True,False,True,False,True,True,True,,,49.97,0.0,0.3,49.02,88.05,2.66,0.25,9.04,80.74,39.29,89.87,31.64,89.54,17.87,52.46,85.88,29.43,57.55,19.81,77.81,29.46,40.41,39.24,40.92,23.29,56.8,22.92,58.53,46.14
2021-11-09 16:57:00,,,,,,,,,,,,,,,,,,,,,0.01,10.31,3.8,41.22,95.77,5.71,43.39,5.76,92.43,54.88,98.95,70.43,54.76,8.13,0.0,True,False,True,False,True,True,True,,,,,,,88.02,2.67,0.25,9.06,1005.15,39.21,89.89,31.67,89.49,17.88,52.48,85.88,29.44,57.55,19.84,78.14,29.46,40.48,39.25,40.96,23.23,56.36,22.92,58.22,46.12
2021-11-09 17:02:00,,,,,,,,,,,,,,,,,,,,,0.01,10.07,3.8,41.22,95.76,5.65,43.36,5.62,92.45,54.89,99.01,70.3,54.76,8.05,0.0,True,False,True,False,True,False,False,,,,,,,88.15,2.68,0.25,8.92,1003.52,39.06,89.89,31.68,89.54,17.87,52.48,85.88,29.43,57.53,19.85,77.99,29.46,40.47,39.28,40.98,23.21,56.38,22.92,58.26,46.11
2021-11-09 17:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19570.26,18960.62,17614.65,17614.65,17614.65,17614.65,7350.81,13046.53,17614.65,4874.52,0.01,9.97,3.8,41.22,95.73,5.7,43.39,5.73,92.5,54.88,99.01,70.38,54.8,8.07,2.47,True,False,True,False,True,True,True,0.0,0.0,64.68,0.0,0.38,33.48,88.51,2.93,0.27,8.29,1016.73,39.03,89.89,31.74,89.53,17.88,52.48,85.88,29.41,57.55,19.84,77.97,29.46,40.35,39.31,40.98,23.22,56.4,22.95,58.28,46.14
2021-11-09 17:12:00,,,,,,,,,,,,,,,,,,,,,0.01,10.0,3.8,41.22,95.72,5.38,43.4,5.34,90.86,54.24,99.11,72.47,54.75,8.18,0.0,True,False,False,False,True,True,True,,,,,,,89.0,2.97,0.28,7.75,1034.42,39.06,89.89,31.79,89.49,17.88,52.48,85.88,29.41,57.47,19.84,78.12,29.46,40.35,39.32,40.98,23.26,56.29,22.92,58.2,46.14
2021-11-09 17:17:00,,,,,,,,,,,,,,,,,,,,,0.01,8.66,3.8,41.22,95.6,4.39,43.39,4.39,87.92,53.96,98.31,75.43,53.76,6.62,0.0,True,False,False,False,True,True,True,,,,,,,89.08,2.96,0.28,7.69,1000.01,39.12,89.91,31.83,89.53,17.88,52.5,85.88,29.4,57.59,19.85,77.99,29.46,40.43,39.35,40.94,23.26,56.36,22.92,58.28,46.14
2021-11-09 17:22:00,,,,,,,,,,,,,,,,,,,,,0.01,7.66,3.8,41.2,95.58,3.5,43.39,3.49,87.86,53.86,96.71,75.43,53.76,5.71,10.04,True,False,True,False,True,True,True,,,66.79,0.0,0.24,31.7,89.09,2.94,0.28,7.7,1050.02,39.44,88.76,31.86,89.53,17.87,52.48,85.88,29.41,57.55,19.86,77.95,29.46,40.31,39.38,40.94,23.23,56.4,22.92,58.26,46.12
2021-11-09 17:27:00,,,,,,,,,,,,,,,,,,,,,0.01,7.47,3.8,41.22,95.6,3.15,43.34,3.23,87.82,53.89,94.55,75.22,53.79,5.38,0.0,True,False,True,False,True,True,True,,,,,,,89.25,2.61,0.28,7.86,1075.44,39.67,88.54,31.93,88.89,17.87,52.48,85.88,29.37,57.53,19.84,78.14,29.46,40.41,39.4,40.94,23.23,56.46,22.92,58.2,46.11
2021-11-09 17:32:00,,,,,,,,,,,,,,,,,,,,,0.01,7.75,3.8,41.22,95.66,3.12,43.39,3.17,87.82,53.89,93.43,75.26,53.78,5.31,0.0,True,False,True,False,True,True,True,,,,,,,89.01,2.95,0.29,7.75,1082.31,39.55,88.54,32.0,88.38,17.87,51.93,85.88,29.37,57.57,19.84,77.97,29.46,40.47,39.41,40.98,23.23,56.27,22.92,58.24,46.14
2021-11-09 17:37:00,,,,,,,,,,,,,,,,,,,,,0.01,7.31,3.8,41.2,95.67,2.78,43.37,2.84,87.79,53.89,92.36,75.17,53.8,5.0,10.34,True,False,True,False,True,True,True,,,66.61,0.0,0.26,31.76,88.71,3.05,0.3,7.94,1113.4,39.54,88.54,32.05,88.32,17.87,51.47,85.21,29.34,57.55,19.84,78.18,29.46,40.31,39.45,41.02,23.23,56.4,22.92,58.28,46.14
2021-11-09 17:42:00,,,,,,,,,,,,,,,,,,,,,0.01,6.83,3.8,41.2,95.67,2.36,43.39,2.43,87.77,53.9,90.88,75.13,53.8,4.55,0.0,True,False,True,False,True,True,True,,,,,,,88.98,3.05,0.31,7.66,1136.42,39.53,88.56,32.1,88.36,17.88,51.47,84.77,29.34,56.84,19.84,78.16,29.44,40.41,39.47,41.02,23.26,56.29,22.92,58.08,46.14
2021-11-09 17:47:00,,,,,,,,,,,,,,,,,,,,,0.01,7.48,3.8,41.17,95.77,3.03,43.39,3.1,87.84,53.93,88.12,75.26,53.8,5.27,0.0,True,False,True,False,True,True,True,,,,,,,89.04,3.03,0.31,7.62,1156.14,39.48,88.58,32.15,88.32,17.87,51.47,84.77,29.33,56.54,19.84,77.2,29.44,40.48,39.5,41.0,23.18,56.27,22.92,58.2,46.11
2021-11-09 17:52:00,,,,,,,,,,,,,,,,,,,,,0.01,7.7,3.8,41.15,95.8,3.06,43.39,3.1,87.84,53.93,86.12,75.3,53.8,5.28,0.0,True,False,True,False,True,True,True,,,66.62,0.0,0.26,31.78,89.07,3.0,0.32,7.61,1171.51,39.38,88.56,32.19,88.3,17.84,51.47,84.77,29.33,56.62,19.85,76.92,29.44,40.43,39.53,40.09,23.18,56.17,22.93,58.28,46.12
2021-11-09 17:57:00,,,,,,,,,,,,,,,,,,,,,0.01,7.51,3.8,41.16,95.79,3.02,43.39,3.07,87.81,53.98,84.02,75.35,53.83,5.23,0.0,True,False,True,False,True,True,True,,,,,,,89.02,2.95,0.32,7.71,1173.04,39.41,88.58,32.23,88.36,17.84,51.49,84.77,29.34,56.52,19.84,76.94,29.44,40.48,39.54,40.01,23.15,55.18,22.92,58.18,46.14
2021-11-09 18:02:00,,,,,,,,,,,,,,,,,,,,,0.01,7.39,3.8,41.19,95.79,2.92,43.39,2.97,87.81,53.95,81.73,75.26,53.83,5.12,0.0,True,False,True,False,True,False,False,,,,,,,89.11,2.91,0.31,7.67,1173.04,39.41,88.58,32.31,88.3,17.84,51.49,84.77,29.28,56.48,19.84,77.12,29.44,40.48,39.57,40.05,23.18,55.46,22.92,57.92,46.14
2021-11-09 18:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20874.95,20265.3,18788.96,18788.96,18788.96,18788.96,7350.81,13916.3,18788.96,5179.05,0.01,7.41,3.8,41.15,95.79,3.02,43.39,3.07,87.81,53.98,78.86,75.26,53.85,5.21,0.0,True,False,True,False,True,True,True,0.0,0.0,66.66,0.0,0.26,31.84,89.08,2.88,0.32,7.73,1173.46,39.44,88.58,32.32,88.34,17.81,51.49,84.77,29.3,56.58,19.88,76.88,29.44,40.29,39.61,40.05,23.16,55.4,22.92,58.0,46.14
2021-11-09 18:12:00,,,,,,,,,,,,,,,,,,,,,0.01,7.27,3.8,41.19,95.76,3.02,43.39,3.02,87.79,53.96,76.28,75.3,53.88,5.17,0.0,True,False,True,False,True,True,True,,,,,,,89.02,2.88,0.32,7.78,1174.29,39.44,88.58,32.39,88.34,17.82,51.49,84.77,29.31,56.52,19.84,76.84,29.44,40.43,39.63,40.05,23.15,55.12,22.93,57.98,46.14
2021-11-09 18:17:00,,,,,,,,,,,,,,,,,,,,,0.01,6.89,3.8,41.17,95.7,2.8,43.4,2.77,87.79,53.96,73.05,75.22,53.88,4.92,0.0,True,False,False,True,True,True,True,,,,,,,89.03,2.77,0.32,7.88,1175.67,39.38,88.58,32.38,88.3,17.78,51.49,84.77,29.27,56.58,19.88,77.12,29.44,40.45,39.64,40.03,23.15,55.28,22.96,57.96,46.12
2021-11-09 18:22:00,,,,,,,,,,,,,,,,,,,,,0.01,6.5,3.8,41.16,95.69,2.48,43.39,2.42,87.81,53.98,69.48,75.13,53.89,4.56,14.76,True,False,True,False,True,True,True,,,66.63,0.0,0.27,31.89,89.06,2.85,0.32,7.77,1174.11,39.37,88.31,32.44,88.32,17.8,51.49,84.77,29.27,56.54,19.88,76.9,29.44,40.31,39.67,40.03,23.21,55.4,22.92,57.96,46.12
2021-11-09 18:27:00,,,,,,,,,,,,,,,,,,,,,0.01,6.36,3.8,41.19,95.74,2.41,43.4,2.46,87.77,54.01,65.71,75.17,53.92,4.55,0.0,True,False,True,False,True,True,True,,,,,,,88.88,2.85,0.32,7.95,1174.85,39.5,87.22,32.55,88.3,17.8,51.49,84.75,29.27,56.52,19.84,76.88,29.44,40.37,39.7,40.01,23.15,55.18,22.92,58.0,46.15
2021-11-09 18:32:00,,,,,,,,,,,,,,,,,,,,,0.01,6.95,3.8,41.17,95.81,2.89,43.39,2.9,87.82,54.02,61.96,75.26,53.92,5.11,0.0,True,False,True,False,True,True,True,,,,,,,89.03,2.85,0.32,7.8,1161.64,39.53,87.25,32.57,87.16,17.75,51.49,84.77,29.25,56.52,19.88,77.14,29.44,40.43,39.73,40.01,23.21,55.38,22.92,58.06,46.14
2021-11-09 18:37:00,,,,,,,,,,,,,,,,,,,,,0.01,7.04,3.8,41.2,95.84,2.92,43.42,2.96,87.82,54.03,58.54,75.22,53.91,5.1,6.51,True,False,True,False,True,True,True,,,66.65,0.0,0.27,31.87,89.0,2.84,0.33,7.84,1173.66,39.47,87.25,32.62,87.18,17.75,50.49,84.77,29.24,56.52,19.86,76.98,29.39,40.27,39.76,40.03,23.16,55.4,22.92,57.92,46.14
2021-11-09 18:42:00,,,,,,,,,,,,,,,,,,,,,0.01,6.91,3.8,41.16,95.86,2.83,43.39,2.81,87.82,54.02,54.75,75.22,53.94,5.03,0.0,True,False,True,False,True,True,True,,,,,,,89.07,2.82,0.32,7.79,1175.02,39.34,87.25,32.7,87.2,17.75,50.49,83.65,29.24,56.56,19.91,77.06,29.39,40.33,39.77,40.01,23.13,55.12,22.92,58.0,46.17
2021-11-09 18:47:00,,,,,,,,,,,,,,,,,,,,,0.01,6.84,3.8,41.19,95.91,2.79,43.4,2.8,87.82,54.06,50.48,75.22,53.94,5.02,0.0,True,False,True,False,True,True,True,,,,,,,89.15,2.8,0.33,7.72,1173.03,39.34,87.25,32.73,87.14,17.74,50.49,83.65,29.24,55.52,19.88,77.1,29.39,40.41,39.79,40.01,23.13,55.3,22.92,57.82,46.14
2021-11-09 18:52:00,,,,,,,,,,,,,,,,,,,,,0.01,7.01,3.8,41.16,95.97,2.85,43.39,2.89,87.84,54.06,46.3,75.09,53.94,5.12,0.0,True,False,True,False,True,True,True,,,66.69,0.0,0.28,31.85,89.02,2.8,0.33,7.85,1169.68,39.28,87.27,32.78,87.12,17.72,50.51,83.67,29.24,55.6,19.88,76.01,29.39,40.27,39.83,40.01,23.18,55.4,22.92,57.98,46.14
2021-11-09 18:57:00,,,,,,,,,,,,,,,,,,,,,0.01,7.19,3.8,41.16,95.98,2.93,43.39,2.98,87.86,54.06,42.22,75.13,53.96,5.23,0.0,True,False,True,False,True,True,True,,,,,,,88.98,2.79,0.33,7.89,1152.01,39.34,87.27,32.81,87.18,17.71,50.51,83.67,29.22,55.56,19.86,75.89,29.39,39.64,39.83,39.6,23.09,55.06,22.96,57.98,46.14
2021-11-09 19:02:00,,,,,,,,,,,,,,,,,,,,,0.01,7.63,3.8,41.16,96.05,3.1,43.37,3.08,87.87,54.09,38.34,75.17,54.01,5.32,0.0,True,False,True,False,True,True,True,,,,,,,89.04,2.8,0.33,7.83,1130.86,39.27,87.29,32.86,87.12,17.71,50.51,83.65,29.2,55.54,19.86,76.13,29.39,39.56,39.87,39.1,23.12,54.53,22.92,58.0,46.14
2021-11-09 19:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22179.63,21569.99,19963.27,19963.27,19963.27,19963.27,8133.5,14786.06,19963.27,5483.57,0.01,9.27,3.8,41.19,96.16,3.69,43.34,3.73,87.91,54.11,37.9,75.39,53.98,5.93,0.0,True,False,True,False,True,True,True,0.0,51.76,66.74,1.44,0.28,31.77,88.92,2.78,0.33,7.98,1108.11,39.21,87.27,32.9,87.16,17.72,50.51,83.67,29.21,55.56,19.86,75.87,29.31,39.64,39.9,39.1,23.09,54.43,22.93,57.73,46.12
